Brand,Series,Thickness,Weight,Operating System,Display Size,Display Touchscreen,Processor,Graphic Processor,RAM_Capacity_GB,RAM Type,SSD Capacity,HDD Capacity,Battery Capacity,Fingerprint scanner,Price (Rs)
HP,Victus,23.5,2.46,Windows 11 Home Basic,16.1,No,amd octa core ryzen 7 - 5800h,amd radeon rx 5500m,8.0,DDR4,512.0,,,Yes,84420.0
Lenovo,,20.0,3.0,Windows 10 Home Basic,14.0,No,intel core i5-1035g1 (10th gen),intel uhd graphics,4.0,DDR4,256.0,,,,48499.0
Asus,Chromebook Flip,19.9,1.65,Google Chrome,14.0,Yes,intel core i3-1110g4 (11th gen),intel uhd graphics,8.0,LPDDR4X,128.0,,,,49990.0
MSI,Alpha 15,20.0,1.9,Windows 11 Home Basic,15.6,No,amd hexa core ryzen 5 - 5600h,amd radeon rx 6600m,16.0,DDR4,512.0,,,,96800.0
Lenovo,,20.0,1.92,Windows 10,14.0,No,intel core i3-1115g4 (11th gen),intel integrated,8.0,DDR4,,1.0,,,43000.0
Lenovo,Thinkpad,31.0,2.87,Windows 10,15.6,No,intel core i7-11850h (11th gen),nvidia geforce rtx 3070,16.0,DDR4,512.0,,,,125000.0
Asus,ROG Flow X13,15.8,1.3,Windows 11 Home Basic,13.4,Yes,amd octa core ryzen 7 - 6800hs,nvidia geforce rtx 3050 ti,32.0,LPDDR5,1.0,,,Yes,179990.0
Lenovo,Thinkpad,20.0,1.4,Windows 10,13.3,No,intel core i5-1135g7 (11th gen),intel iris xe,16.0,DDR4,512.0,,,,96999.0
Lenovo,Thinkpad,25.0,,Windows 11,15.6,No,intel core i7-11700h (11th gen),nvidia geforce gtx 1650,16.0,LPDDR4,512.0,,,,219000.0
Lenovo,Thinkpad,,,Windows 11,14.0,No,intel core i5-1135g7 (11th gen),intel uhd graphics,16.0,DDR4,512.0,,,,79990.0
Lenovo,ThinkBook,15.0,1.3,DOS,13.3,No,intel core i7-1165g7 (11th gen),intel iris xe graphics,16.0,DDR4,512.0,,,,95990.0
HP,Elitebook,,,Windows 10,13.3,Yes,intel core i7-1165g7 (11th gen),intel uhd graphics,16.0,DDR4,512.0,,,,135990.0
Lenovo,Ideapad,20.0,,Windows 10 Home Basic,15.6,No,amd hexa core ryzen 5 - 5500u,amd radeon graphics,8.0,DDR4,512.0,,,,49500.0
Lenovo,ThinkBook,60.0,1.92,Windows 10,15.6,No,intel core i5-1135g7 (11th gen),intel integrated,8.0,DDR4,,1.0,,,69450.0
Acer,Aspire Vero,17.9,1.8,Windows 11 Home Basic,15.6,No,intel core i5-1135g7 (11th gen),intel iris xe,16.0,DDR4,512.0,,,Yes,61920.0
Acer,Spin 3,18.0,,Windows 11 Home Basic,14.0,Yes,intel core i5-1235u (12th gen),intel iris xe graphics,16.0,LPDDR4,512.0,,,Yes,84990.0
MSI,Raider GE77 HX,25.9,2.9,Windows 11 Home Basic,17.3,No,intel core i9-12900h (12th gen),nvidia geforce rtx 3080 ti,32.0,DDR5,2.0,,,,305871.0
Acer,Spin 5,16.9,,Windows 11 Home Basic,14.0,Yes,intel core i7-1260p (12th gen),intel iris xe graphics,16.0,LPDDR5,1.0,,,Yes,129990.0
Lenovo,Thinkpad,17.9,1.53,Windows 11,14.0,No,intel core i7-1165g7 (11th gen),intel iris xe,16.0,DDR4,512.0,,,,156999.0
Lenovo,ThinkBook,20.0,1.45,Windows 10,14.0,No,intel core i5-1135g7 (11th gen),intel integrated,16.0,DDR4,512.0,,,Yes,86999.0
MSI,Creator M16,28.0,2.26,Windows 10 Home Basic,16.0,No,intel core i7-11800h (11th gen),nvidia geforce rtx 3050 ti,16.0,DDR4,1.0,,,Yes,129990.0
HP,ZBook,19.0,1.98,Windows 10 Home Basic,15.6,Yes,intel core i7-1165g7 (11th gen),nvidia geforce t500,16.0,DDR4,1.0,,,,174676.0
Lenovo,Yoga 6,17.0,1.32,Windows 10 Home Basic,13.3,Yes,amd hexa core ryzen 5 - 4500u,amd radeon,8.0,DDR4,512.0,,,Yes,85999.0
Asus,TUF Dash F15,,,Windows 11 Home Basic,15.6,No,intel core i5-12450h (12th gen),nvidia geforce rtx 3050,16.0,DDR5,512.0,,,,90949.0
Dell,XPS,13.9,1.17,Windows 11 Home Basic,13.4,No,intel core i5-1230u (12th gen),intel iris xe,16.0,LPDDR5,512.0,,,Yes,103600.0
Dell,,26.9,2.51,Windows 11 Home Basic,15.6,No,amd octa core ryzen 7 - 6800h,nvidia geforce rtx 3050 ti,16.0,DDR5,512.0,,,No,105990.0
Dell,Inspiron 13,13.9,1.59,Windows 11,13.3,No,intel core i7-1260p (12th gen),intel integrated,16.0,LPDDR5,512.0,,,Yes,93990.0
Asus,ProArt Studiobook Pro 16 OLED,21.0,2.4,Windows 11 Home Basic,16.0,No,intel core i9-12900h (12th gen),nvidia geforce rtx 3060,16.0,DDR5,1.0,,,Yes,219990.0
Dell,Vostro,18.2,1.91,Windows 11 Home Basic,16.0,No,intel core i5-1240p (12th gen),intel iris xe,16.0,DDR4,512.0,,,,75990.0
Asus,VivoBook 14,,,Windows 11 Home Basic,14.0,No,intel core i3-10110u (10th gen),intel uhd,8.0,DDR4,256.0,,,Yes,31990.0
HP,,17.9,2.21,Windows 11 Home Basic,15.6,No,intel core i5-1155g7 (12th gen),intel iris xe,8.0,DDR4,512.0,,,,45890.0
Asus,VivoBook 14,19.9,1.6,Windows 11 Home Basic,14.1,No,intel core i5-1135g7 (11th gen),nvidia geforce mx330,8.0,DDR4,512.0,,,Yes,56150.0
Asus,TUF Gaming F15,,,Windows 11 Home Basic,15.6,No,intel core i5-10300h (10th gen),nvidia geforce gtx 1650,8.0,DDR4,1.0,,,,51999.0
Lenovo,ThinkBook,,,Windows 11 Home Basic,14.0,No,intel core i5-1135g7 (11th gen),intel iris xe,8.0,DDR4,512.0,,,,79249.0
Acer,Aspire 5,17.9,1.55,Windows 11 Home Basic,14.0,No,intel core i5-1135g7 (11th gen),intel iris xe,8.0,DDR4,,1.0,,No,47990.0
Dell,XPS,15.2,1.24,Windows 11 Professional,13.4,Yes,intel core i7-1260p (12th gen),intel iris xe,16.0,LPDDR5,1.0,,,Yes,180403.0
LG,gram,17.7,2.5,Windows 11 Home Basic,17.0,No,intel core i5-1240p (12th gen),intel iris xe,8.0,LPDDR5,512.0,,,,106002.0
LG,gram,16.8,1.9,Windows 11 Home Basic,14.0,No,intel core i5-1240p (12th gen),intel iris xe,8.0,LPDDR5,512.0,,,,92642.0
MSI,Summit E16 Flip,17.0,2.0,Windows 10,16.0,Yes,intel core i7-1195g7 (11th gen),nvidia geforce rtx 3050,16.0,LPDDR4,1.0,,,Yes,125150.0
Asus,Zenbook Duo 14,17.3,1.62,Windows 11 Home Basic,14.0,Yes,intel core i7-1165g7 (11th gen),nvidia geforce mx450,16.0,LPDDR4X,1.0,,,,104990.0
Asus,ROG Flow X13,15.8,1.3,Windows 11 Home Basic,13.4,No,amd octa core ryzen 7 - 6800hs,nvidia geforce rtx 3050,16.0,LPDDR5,1.0,,,Yes,138313.0
Asus,ROG Flow X13,16.9,1.3,Windows 11 Home Basic,13.4,Yes,amd octa core ryzen 7 - 6800hs,nvidia geforce rtx 3050 ti,32.0,LPDDR5,1.0,,,Yes,163112.0
MSI,GS76 Stealth,20.0,2.45,Windows 10,17.3,No,intel core i7-11800h (11th gen),nvidia geforce rtx 3060,16.0,DDR4,1.0,,,,165990.0
Asus,ROG Flow X13,15.8,1.3,Windows 10 Home Basic,13.4,Yes,amd octa core ryzen 9 - 5900hs,nvidia geforce gtx 1650,32.0,LPDDR4X,1.0,,,Yes,128900.0
MSI,Katana GF66,25.0,2.25,Windows 11,15.6,No,intel core i7-12700h (12th gen),nvidia geforce rtx 3050,8.0,DDR4,512.0,,,,104990.0
Asus,ROG Zephyrus S15,15.0,3.5,Windows 10 Home Basic,15.6,No,intel core i7-10875h (10th gen),nvidia geforce rtx 2080,32.0,DDR4,1.0,,,,195000.0
Asus,ROG Zephyrus S17,15.0,3.5,Windows 10 Home Basic,17.3,No,intel core i7-10875h (10th gen),nvidia geforce rtx 2080,32.0,DDR4,1.0,,,,199990.0
HP,ZBook,22.8,1.89,Windows 10 Professional,15.6,Yes,intel core i9-11900h (11th gen),nvidia t1200,32.0,DDR4,1.0,,,,221499.0
Asus,ROG Strix G15,27.2,2.3,Windows 11 Home Basic,15.6,No,amd octa core ryzen 9 - 6900hx,nvidia geforce rtx 3060,8.0,DDR5,1.0,,,,194990.0
Dell,,25.0,2.65,Windows 11 Home Basic,15.6,No,intel core i7-11800h (11th gen),nvidia geforce rtx 3060,16.0,DDR4,1.0,,,No,119990.0
Asus,ROG Strix G15,27.2,2.3,Windows 11 Home Basic,15.6,No,amd octa core ryzen 9 - 6900hx,nvidia geforce rtx 3070 ti,16.0,DDR5,1.0,,,,134990.0
Asus,ROG Strix G15,27.2,2.3,Windows 11 Home Basic,15.6,No,amd octa core ryzen 9 - 6900hx,nvidia geforce rtx 3060,8.0,DDR5,1.0,,,,185990.0
Acer,Nitro 5,23.9,2.3,Windows 10 Home Basic,15.6,No,amd hexa core ryzen 5 - 4600h,nvidia geforce gtx 1650,8.0,DDR4,1.0,256.0,,,54999.0
Lenovo,Thinkpad,18.0,1.69,DOS,14.0,No,intel core i3-1115g4 (11th gen),intel integrated,8.0,DDR4,512.0,,,,50000.0
Asus,ROG Flow X13,15.8,1.3,Windows 10 Home Basic,13.4,Yes,amd octa core ryzen 9 - 5980hs,nvidia geforce gtx 1650,32.0,LPDDR4X,1.0,,62.0,Yes,129990.0
Acer,Aspire 5,17.9,1.76,Windows 10 Home Basic,15.6,No,amd octa core ryzen 7 - 5700u,amd radeon,8.0,DDR4,512.0,,,Yes,53999.0
Lenovo,Thinkpad,19.0,1.59,DOS,14.0,No,intel core i3-1115g4 (11th gen),intel uhd,4.0,DDR4,256.0,,,Yes,44499.0
Acer,Nitro 5,23.9,2.2,Windows 11 Home Basic,15.6,No,intel core i5-11400h (11th gen),nvidia geforce rtx 3050,8.0,DDR4,512.0,,,,79999.0
Lenovo,Thinkpad,19.0,1.78,Windows 10 Professional,15.6,No,intel core i7-1165g7 (11th gen),intel iris xe,16.0,DDR4,1.0,,,,109990.0
Acer,Swift X,17.9,1.39,Windows 11 Home Basic,14.0,No,amd hexa core ryzen 5 - 5600u,nvidia geforce rtx 3050,16.0,LPDDR4X,512.0,,59.0,Yes,86490.0
Acer,Swift X,18.9,1.9,Windows 11 Home Basic,16.1,No,intel core i5-11320h (11th gen),nvidia geforce rtx 3050,16.0,LPDDR4X,512.0,,,Yes,98999.0
HP,ZBook,23.0,1.89,Windows 10 Professional,15.6,No,intel core i7-11800h (11th gen),nvidia quadro t2000,32.0,DDR4,1.0,,,,247900.0
Acer,Aspire 5,65.0,1.81,Windows 11 Home Basic,15.6,No,amd quad core ryzen 3-3350u,amd radeon vega 6,4.0,DDR4,128.0,,,Yes,32990.0
Dell,XPS,18.0,2.1,Windows 11 Home Basic,15.6,,intel core i7-12700h (12th gen),nvidia geforce rtx 3050 ti,32.0,DDR5,1.0,,,,249990.0
MSI,Crosshair 15,27.0,2.47,Windows 11 Home Basic,15.6,No,intel core i7-12700h (12th gen),nvidia geforce rtx 3070,16.0,DDR4,1.0,,,,173990.0
Avita,Admiror,20.0,1.5,Windows 10 Home Basic,14.0,No,intel core i7-10510u (10th gen),intel uhd graphics 620,16.0,DDR4,512.0,,,Yes,132590.0
Dell,Inspiron 14,19.0,1.54,Windows 11 Home Basic,14.0,No,amd hexa core ryzen 5-5625u,amd radeon,8.0,DDR4,512.0,,,,57490.0
Asus,TUF Gaming F15,22.4,2.2,Windows 11 Home Basic,15.6,No,intel core i7-12700h (12th gen),nvidia geforce rtx 3050 ti,16.0,DDR4,1.0,,,,94999.0
Asus,,16.0,1.34,Google Chrome Home Basic,14.0,No,intel celeron dual core- n3350,intel integrated,4.0,LPDDR4,,,,,41152.0
Dell,,26.9,2.5,Windows 10 Home Basic,15.6,No,amd hexa core ryzen 5-5600h,nvidia geforce rtx 3050,8.0,DDR4,512.0,,,No,70990.0
HP,,17.9,1.74,Windows 11 Home Basic,15.6,,intel core i5-1240p (12th gen),intel iris xe,16.0,DDR4,512.0,,,,69900.0
Asus,ROG Strix G15,25.0,1.92,Windows 11 Home Basic,15.6,No,amd octa core ryzen 7-6800h,nvidia geforce rtx 3060,16.0,DDR4,1.0,,,,152001.0
MSI,Katana GF76,25.0,2.6,Windows 11 Home Basic,17.3,No,intel core i7-12700h (12th gen),nvidia geforce rtx 3060,16.0,DDR4,1.0,,,,139699.0
Asus,TUF Dash F15,22.0,2.0,Windows 10 Home Basic,15.6,,intel core i5-11300h (11th gen),nvidia geoforce rtx3050,8.0,DDR4,1.0,,,,55990.0
Lenovo,Ideapad,20.0,2.2,Windows 10 Home Basic,15.6,,amd hexa core ryzen 5-4600h,nvidia geforce gtx 1650,8.0,DDR4,,1.0,,,67399.0
HP,Omen,22.5,2.32,Windows 11 Home Basic,16.1,No,intel core i7-12700h (12th gen),nvidia geforce rtx 3050 ti,16.0,DDR5,1.0,,70.0,,109990.0
Asus,,16.9,1.05,Windows 10 Home Basic,11.6,No,intel celeron dual core - n4020,intel uhd 600,4.0,DDR4,,,,No,20990.0
HP,,22.8,1.89,Windows 10 Home Basic,15.6,No,intel core i9-11900h (11th gen),nvidia a2000,32.0,DDR4,1.0,,,,254490.0
Dell,XPS,15.8,1.16,Windows 11 Home Basic,13.4,No,intel core i5-1135g7 (11th gen),intel iris xe,16.0,DDR4,512.0,,,Yes,115790.0
HP,Elitebook,16.0,1.21,Windows 10,13.3,Yes,intel core i5-1135g7 (11th gen),intel iris xe,16.0,DDR4,512.0,,,,184148.0
Dell,Alienware,16.0,2.27,Windows 11,15.6,,intel core i7-11800h (11th gen),nvidia geforce rtx 3060,16.0,DDR4,1.0,,,,246990.0
Asus,VivoBook Pro 16X OLED,18.9,1.95,Windows 10 Home Basic,16.0,No,amd octa core ryzen 9 5900hx,nvidia geforce rtx 3050,16.0,DDR4,1.0,,,Yes,124990.0
HP,240,22.0,1.47,Windows 10,14.0,,intel core i3-1005g1 (10th gen),intel uhd,8.0,DDR4,512.0,,,,52999.0
LG,gram,16.0,1.19,Windows 11 Home Basic,16.0,No,intel core i5-1135g7 (11th gen),intel iris xe,8.0,DDR4,512.0,,,No,86990.0
Asus,Zenbook 14,16.9,1.29,Windows 10 Home Basic,14.0,No,intel core i7-1165g7 (11th gen),nvidia geforce mx450,16.0,LPDDR4X,1.0,,,No,104990.0
Lenovo,,19.9,1.85,DOS,15.6,No,intel celeron dual core n4020,intel uhd,4.0,DDR4,,1.0,,No,31490.0
LG,gram,16.0,0.99,Windows 11 Home Basic,14.0,No,intel core i5-1135g7 (11th gen),intel iris xe,8.0,DDR4,256.0,,,No,76990.0
HP,ProBook,,,Windows 10 Professional,14.0,No,intel core i5-1135g7 (11th gen),intel iris xe,8.0,DDR4,512.0,,,No,59391.0
Lenovo,,18.9,1.7,DOS,15.0,No,intel core i3-1115g4 (11th gen),intel uhd,4.0,DDR4,,1.0,,No,33500.0
Dell,Vostro,20.0,1.58,Windows 10 Home Basic,14.0,No,intel core i3-1115g4 (11th gen),intel uhd,4.0,DDR4,256.0,1.0,,No,40990.0
Lenovo,,19.9,1.7,Windows 10 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,4.0,DDR4,256.0,,,No,29000.0
Asus,ROG Strix Scar 15,22.6,2.3,Windows 10 Home Basic,15.6,No,amd octa core ryzen 9 5900hx,nvidia geforce rtx 3080,16.0,DDR4,1.0,,,No,259990.0
Lenovo,,19.9,1.7,Windows 10 Professional,15.0,No,intel core i3-1115g4 (11th gen),intel uhd,4.0,DDR4,256.0,,,No,32990.0
Dell,Vostro,20.0,1.66,Windows 10 Home Basic,14.0,No,intel core i3-1005g1 (10th gen),intel uhd,4.0,DDR4,,1.0,,No,32490.0
Lenovo,Ideapad,24.2,2.25,Windows 10 Home Basic,15.6,No,intel core i5-11300h (11th gen),nvidia geforce rtx 3060,8.0,DDR4,512.0,,,No,59990.0
Acer,Aspire 5,17.9,1.45,Windows 11 Home Basic,14.0,No,intel core i5-1135g7 (11th gen),intel iris xe,8.0,DDR4,512.0,,,No,42500.0
HP,Pavilion Gaming,23.5,1.98,Windows 10 Home Basic,15.6,No,amd hexa core ryzen 5 4600h,nvidia geforce gtx 1650 ti,8.0,DDR4,256.0,1.0,,No,82899.0
Asus,VivoBook 15,23.1,1.6,Windows 10 Home Basic,15.6,No,intel core i5-1135g7 (11th gen),intel iris xe,8.0,DDR4,512.0,,,Yes,57890.0
Asus,ROG Flow X13,15.8,1.3,Windows 10 Home Basic,13.4,No,amd octa core ryzen 9 5900hs,nvidia geforce rtx 3050,16.0,LPDDR4X,1.0,,,No,132990.0
Lenovo,,20.0,1.85,Windows 10 Home Basic,15.6,No,intel core i3-1005g1 (10th gen),intel uhd,4.0,DDR4,,1.0,,No,34999.0
Asus,ROG Zephyrus G14,17.9,1.6,Windows 10 Home Basic,14.0,No,amd octa core ryzen 7 4800hs,nvidia geforce gtx 1650,8.0,LPDDR4X,1.0,,,No,74990.0
Acer,Swift X,17.9,1.39,Windows 10 Home Basic,14.0,No,amd hexa core ryzen 5 5600u,nvidia geforce rtx 3050,16.0,LPDDR4X,512.0,,,No,54999.0
Lenovo,Thinkpad,18.9,1.7,Windows 10 Home Basic,15.6,No,intel core i7-1165g7 (11th gen),nvidia geforce mx450,32.0,DDR4,512.0,,,No,107819.0
Dell,XPS,15.0,1.27,Windows 10 Home Basic,13.4,Yes,intel core i7-1165g7 (11th gen),intel iris xe,16.0,LPDDR4X,1.0,,,No,46156.0
Lenovo,Ideapad,20.0,1.5,Windows 10 Home Basic,14.0,No,intel core i3-1005g1 (10th gen),intel uhd,8.0,DDR4,256.0,,,No,34990.0
Dell,XPS,15.0,1.27,Windows 10 Home Basic,13.4,Yes,intel core i5-1135g7 (11th gen),intel iris xe,16.0,LPDDR4X,512.0,,,No,154890.0
Asus,ROG Flow X13,15.8,1.3,Windows 10 Home Basic,13.4,Yes,amd octa core ryzen 9 5980hs,nvidia geforce gtx 1650,32.0,LPDDR4X,1.0,,62.0,No,129990.0
Lenovo,Ideapad,24.9,2.2,Windows 10 Home Basic,15.6,No,amd hexa core ryzen 5 4600h,nvidia geforce gtx 1650,16.0,DDR4,512.0,,,No,67699.0
Asus,TUF Gaming F15,25.0,2.3,Windows 10 Home Basic,15.6,No,intel core i5-10300h (10th gen),nvidia geforce gtx 1650 ti,8.0,DDR4,512.0,,,No,63990.0
Asus,ROG Strix G15,26.0,2.1,Windows 10 Home Basic,15.6,No,amd octa core ryzen 7 5800h,nvidia geforce rtx 3050,16.0,DDR4,1.0,,56.0,No,101990.0
Asus,ROG Strix Scar 17,28.3,2.7,Windows 10 Home Basic,17.3,No,amd octa core ryzen 9 5900hx,nvidia geforce rtx 3080,32.0,DDR4,1.0,,,No,254990.0
Dell,Inspiron 15,20.0,1.83,Windows 10 Home Basic,15.6,No,intel core i3-1005g1 (10th gen),intel uhd,4.0,DDR4,256.0,1.0,,No,43322.0
Asus,VivoBook S14,15.9,1.4,Windows 10 Home Basic,14.1,No,amd hexa core ryzen 5 5500u,amd radeon,8.0,DDR4,1.0,,,Yes,63990.0
Dell,Inspiron 15,20.0,1.83,Windows 10 Home Basic,15.6,No,intel core i3-1005g1 (10th gen),intel uhd,4.0,DDR4,256.0,1.0,,No,47693.0
Acer,Nitro 5,23.9,2.4,Windows 10 Home Basic,15.6,No,amd hexa core ryzen 5 5600h,nvidia geforce rtx 3050,8.0,DDR4,256.0,1.0,,No,63490.0
Asus,TUF Gaming F15,24.5,2.3,Windows 10 Home Basic,15.6,No,intel core i7-11800h (11th gen),nvidia geforce rtx 3050,8.0,DDR4,1.0,,,No,94990.0
Dell,Inspiron 15,20.0,1.83,Windows 10 Home Basic,15.6,No,intel core i3-1005g1 (10th gen),intel uhd,4.0,DDR4,512.0,,,No,40499.0
Asus,ROG Strix G15,27.2,2.3,Windows 10 Home Basic,15.6,No,amd octa core ryzen 9 5900hx,nvidia geforce rtx 3060,16.0,DDR4,1.0,,90.0,No,154990.0
Lenovo,Thinkpad,16.9,1.29,Windows 10 Professional,13.3,No,intel core i7-10510u (10th gen),intel uhd,16.0,DDR4,512.0,,,No,161165.0
Asus,Zenbook 14,13.9,1.22,Windows 10 Home Basic,14.0,No,amd hexa core ryzen 5 5500u,amd radeon r5,8.0,LPDDR4X,512.0,,67.0,No,78990.0
Dell,XPS,12.0,1.29,Windows 10 Home Basic,13.3,No,intel core i5-10210u (10th gen),intel uhd,8.0,DDR4,512.0,,,No,101490.0
HP,ProBook,19.9,2.2,Windows 10 Professional,14.0,No,intel core i7-1165g7 (11th gen),intel iris xe,8.0,DDR4,512.0,,,No,119900.0
Lenovo,Thinkpad,17.9,1.5,Windows 10 Home Basic,14.0,No,intel core i5-10210u (10th gen),intel uhd,16.0,DDR4,512.0,,,No,155411.0
Asus,ROG Strix G15,24.7,2.3,Windows 10 Home Basic,15.6,No,amd octa core ryzen 9 5900hx,nvidia geforce rtx 3060,16.0,DDR4,1.0,,90.0,No,159990.0
Asus,ROG Strix G15,24.7,2.3,Windows 10 Home Basic,15.6,No,amd octa core ryzen 7 5800h,nvidia geforce rtx 3060,16.0,DDR4,1.0,,90.0,No,139990.0
Dell,Inspiron 15,20.0,1.83,Windows 10 Home Basic,15.6,No,intel core i5-1135g7 (11th gen),intel iris xe,4.0,DDR4,256.0,1.0,,No,56050.0
Lenovo,Thinkpad,18.0,1.55,Windows 10 Professional,14.0,No,intel core i5-10210u (10th gen),intel uhd,8.0,DDR4,512.0,,,No,125490.0
Lenovo,Thinkpad,17.0,1.29,Windows 10 Home Basic,13.3,No,intel core i5-10210u (10th gen),intel uhd,16.0,DDR4,512.0,,,No,146990.0
Asus,ROG Strix Scar 15,27.2,2.3,Windows 10 Home Basic,15.6,No,amd octa core ryzen 7 5800h,nvidia geforce rtx 3070,16.0,DDR4,1.0,,90.0,No,154990.0
Asus,ROG Strix G17,28.2,2.7,Windows 10 Home Basic,17.3,No,amd octa core ryzen 9 5900hx,nvidia geforce rtx 3060,16.0,DDR4,1.0,,,No,129999.0
Dell,Inspiron 14,19.0,1.72,Windows 10 Home Basic,14.0,Yes,intel core i7-1165g7 (11th gen),intel iris xe,8.0,DDR4,512.0,,,No,80179.0
Asus,ZenBook Pro Duo,24.0,2.5,Windows 10 Home Basic,15.6,No,intel core i7-9750h (9th gen),nvidia geforce rtx 2060,32.0,DDR4,1.0,,,No,219990.0
Asus,ROG Zephyrus Duo 15,20.9,2.48,Windows 10 Home Basic,15.6,No,intel core i7-10875h (10th gen),nvidia geforce rtx 2070 super with max-q design,32.0,DDR4,1.0,,,No,360990.0
MSI,,27.5,2.33,Windows 10 Home Basic,15.6,No,amd quad core ryzen 7 3750h,amd radeon rx 5500m,16.0,DDR4,256.0,1.0,,No,69890.0
Apple,MacBook Air,16.1,1.29,macOS Catalina,13.3,No,intel core i5 (10th gen),intel iris plus,8.0,LPDDR4X,256.0,,,Yes,92890.0
Dell,Inspiron 14,19.0,1.52,Windows 10 Home Basic,14.0,Yes,intel core i5-1135g7 (11th gen),nvidia geforce mx330,8.0,DDR4,512.0,,,No,73223.0
Lenovo,Legion,25.2,2.3,Windows 10 Home Basic,15.6,No,intel core i7-9750hf (9th gen),nvidia geforce gtx 1650,8.0,DDR4,256.0,1.0,,No,77740.0
Asus,Vivobook,17.9,1.8,Windows 10 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,4.0,DDR4,256.0,,,Yes,44890.0
Asus,VivoBook 14,19.0,1.6,Windows 10 Home Basic,14.0,No,intel core i5-1035g1 (10th gen),intel uhd,8.0,DDR4,512.0,,,Yes,48999.0
Asus,VivoBook S14,16.5,1.35,Windows 10 Home Basic,14.0,No,intel core i5-1035g1 (10th gen),intel iris plus,8.0,LPDDR4X,512.0,,,Yes,59400.0
Asus,ROG Zephyrus G14,19.9,1.7,Windows 10 Home Basic,14.0,No,amd octa core ryzen 9 4900hs,nvidia geforce rtx 2060 with max-q design,16.0,DDR4,1.0,,,No,165000.0
Dell,Inspiron 14,19.0,1.52,Windows 10 Home Basic,14.0,Yes,intel core i7-1165g7 (11th gen),nvidia geforce mx330,8.0,DDR4,512.0,,,No,92754.0
Acer,Aspire 5,17.9,1.7,Windows 10 Home Basic,15.6,No,intel core i5-1135g7 (11th gen),nvidia geforce mx350,4.0,DDR4,512.0,,,No,52490.0
Dell,Inspiron 13,17.0,1.27,Windows 10 Home Basic,13.3,No,intel core i7-1165g7 (11th gen),intel iris xe,16.0,LPDDR4X,512.0,,,No,115545.0
HP,Spectre Folio,15.3,1.46,Windows 10 Professional,13.3,Yes,intel core i7-10510y (10th gen),intel uhd,16.0,LPDDR3,512.0,,,No,234759.0
HP,,19.9,1.52,Windows 10 Professional,14.0,No,intel core i3-1005g1 (10th gen),intel uhd,8.0,DDR4,,1.0,,No,45280.0
Asus,ZenBook Pro Duo,24.0,2.5,Windows 10 Home Basic,15.6,No,intel core i7-10750h (10th gen),nvidia geforce rtx 2060,32.0,DDR4,1.0,,,No,224990.0
MSI,,23.4,2.38,Windows 10 Home Basic,15.6,No,intel core i7-10750h (10th gen),nvidia geforce rtx 2060,16.0,DDR4,1.0,,,No,164990.0
Asus,ZenBook S,12.9,1.5,Windows 10 Home Basic,13.3,No,intel core i7-8550u (8th gen),intel uhd 620,16.0,LPDDR3,512.0,,,Yes,99990.0
Asus,TUF Gaming F17,25.2,2.6,Windows 10 Home Basic,17.3,No,intel core i5-10300h (10th gen),nvidia geforce gtx 1650 ti,8.0,DDR4,512.0,,,No,71990.0
Dell,Inspiron 15,19.9,2.2,Windows 10 Home Basic,15.6,No,intel pentium dual core 5405u,intel uhd,4.0,DDR4,,1.0,,No,35640.0
Lenovo,Duet Chromebook,18.2,0.92,Google Chrome,10.1,Yes,mediatek octa core p60t,arm mali-g72,4.0,LPDDR4,128.0,,,No,26999.0
Asus,ExpertBook P1,23.2,1.68,DOS,14.0,No,intel core i5-10210u (10th gen),intel uhd,8.0,DDR4,,1.0,,No,56990.0
Dell,Alienware,25.4,2.4,Windows 10 Home Basic,15.6,No,intel core i9-8950hk (8th gen),nvidia geforce gtx 1070,32.0,DDR4,512.0,1.0,,No,320990.0
MSI,,27.5,2.66,Windows 10 Home Basic,17.3,No,intel core i7-10750h (10th gen),nvidia geforce rtx 2080 super,32.0,DDR4,1.0,1.0,,No,179990.0
HP,,22.5,1.77,Windows 10 Home Basic,15.6,No,intel core i3-7020u (7th gen),nvidia geforce mx110,4.0,DDR4,,1.0,,No,24576.0
HP,Elitebook,19.2,1.75,Windows 10 Home Basic,15.6,No,intel core i7-10510u (10th gen),nvidia geforce mx250,16.0,DDR4,1.0,,,Yes,130990.0
Asus,ExpertBook P1,23.2,1.68,Windows 10 Home Basic,14.0,No,intel core i5-10210u (10th gen),intel uhd,8.0,DDR4,,1.0,,No,70990.0
Asus,ExpertBook P2,19.9,1.6,DOS,14.0,No,intel core i5-10210u (10th gen),nvidia geforce mx110,8.0,DDR4,,1.0,,Yes,69290.0
Dell,XPS,18.0,1.83,Windows 10 Home Basic,15.6,No,intel core i7-10750h (10th gen),nvidia geforce gtx 1650 ti,32.0,DDR4,1.0,,,No,208346.0
Lenovo,Legion,23.8,2.2,Windows 10 Home Basic,15.6,No,intel core i7-9750h (9th gen),nvidia geforce rtx 2060 with max-q,16.0,DDR4,1.0,,,No,151990.0
Dell,XPS,12.7,1.27,Windows 10 Home Basic,13.4,,intel core i7-1065g7 (10th gen),intel uhd,16.0,DDR4,1.0,,,No,190976.0
