Brand,Series,Thickness,Weight,Operating System,Display Size,Display Touchscreen,Processor,Graphic Processor,RAM_Capacity_GB,RAM Type,SSD Capacity,HDD Capacity,Battery Capacity,Fingerprint scanner,Price (Rs)
Dell,Inspiron 15,17.5,1.85,Windows 11 Home Basic,15.6,No,intel core i5-1135g7 (11th gen),intel uhd,8.0,DDR4,512.0,,,No,47990.0
HP,Pavilion,19.8,1.6,Windows 10,13.3,Yes,intel core i3-7100u,intel hd 620,4.0,DDR4,,1.0,,No,52188.0
Asus,Vivobook,20.0,1.8,Windows 11 Home Basic,16.0,No,amd octa core ryzen 7 - 5800h,amd radeon vega 7,16.0,DDR4,512.0,,,Yes,54490.0
HP,,22.5,1.86,Windows 10 Home Basic,15.6,No,amd dual core a9-9425,amd radeon r5,4.0,DDR4,,1.0,,No,27999.0
Lenovo,IdeaPad Flex 5,20.4,1.5,Windows 10 Home Basic,14.0,Yes,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,512.0,,,Yes,52990.0
HP,Pavilion Aero,16.9,1.58,Windows 11 Home Basic,13.3,No,amd hexa core ryzen 5 - 7535u,amd radeon,16.0,DDR5,512.0,,,Yes,71990.0
HP,Pavilion Aero,16.9,1.58,Windows 11 Home Basic,13.3,No,amd hexa core ryzen 5 - 7535u,amd radeon,16.0,DDR5,512.0,,,Yes,70990.0
Asus,VivoBook 15,20.0,1.7,Windows 11 Home Basic,15.6,No,intel core i3-1215u (12th gen),intel uhd,8.0,DDR4,512.0,,,Yes,32780.0
Apple,MacBook Pro,14.9,1.37,macOS High Sierra,13.3,No,intel core i5-8259u (8th gen),intel iris plus graphics 655,8.0,LPDDR3,256.0,,,Yes,126990.0
Acer,Spin 1,20.3,1.5,Windows 10 Home Basic,11.6,Yes,intel pentium quad core n4200,intel hd 505,4.0,DDR3,,500.0,,No,29721.0
HP,Pavilion,19.9,1.51,Windows 11 Home Basic,14.0,Yes,intel core i3-1215u (12th gen),intel uma,8.0,DDR4,512.0,,43.0,Yes,53890.0
Asus,VivoBook Flip 14,18.7,1.5,Windows 11 Home Basic,14.0,Yes,intel core i5-1135g7 (11th gen),intel iris xe,8.0,LPDDR4X,512.0,,,Yes,46990.0
Tecno,,80.0,1.48,Windows 11 Home Basic,15.6,No,intel core i7-1165g7 (11th gen),intel iris xe,16.0,LPDDR4,1.0,,70.0,Yes,57999.0
Lenovo,Ideapad,17.9,1.46,Windows 11 Home Basic,14.0,No,intel core i5-12450h (12th gen),intel uhd,16.0,LPDDR5,512.0,,56.6,No,58190.0
Lenovo,Ideapad,22.9,2.2,DOS,15.6,No,intel core i3-7020u (7th gen),intel hd 620,8.0,DDR4,,1.0,,No,32990.0
MSI,Crosshair 15,26.9,2.3,Windows 11 Home Basic,15.6,No,intel core i7-12700h (12th gen),nvidia geforce rtx 3060,16.0,DDR4,1.0,,,,109990.0
Apple,MacBook Pro,14.9,1.37,macOS High Sierra,13.3,No,intel core i5-8259u (8th gen),intel iris plus graphics 655,8.0,LPDDR3,256.0,,,Yes,143990.0
Lenovo,LOQ,25.2,2.4,Windows 11 Home Basic,15.6,No,intel core i5-12450h (12th gen),nvidia geforce rtx 4060,16.0,DDR5,512.0,,,No,85990.0
HP,,17.9,1.7,Windows 11 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,512.0,,,,33400.0
Dell,Inspiron 14,43.0,1.46,Windows 11 Home Basic,14.0,,intel i5-11320h (11th gen),intel integrated,16.0,DDR4,512.0,,,Yes,67390.0
Acer,Nitro 5,,,Windows 10 Home Basic,15.6,No,intel core i5-9300h (9th gen),nvidia geforce gtx 1660 ti,8.0,DDR4,256.0,2.0,,No,74990.0
Acer,Aspire 3,22.9,2.1,Windows 10 Home Basic,15.6,No,intel core i5-8250u (8th gen),intel uhd 620,4.0,DDR4,,1.0,,No,35990.0
HP,,18.6,1.59,Windows 11 Home Basic,15.6,No,intel core i5-1335u (13th gen),intel iris xe,8.0,DDR4,512.0,,,,50596.0
HP,,18.6,1.59,Windows 11 Home Basic,15.6,No,intel core i5-1335u (13th gen),intel iris xe,8.0,DDR4,512.0,,,,53300.0
Dell,Inspiron 15,21.0,2.2,Windows 10 Home Basic,15.6,No,amd dual core a6-9225,amd radeon r4,4.0,DDR4,,1.0,,No,25985.0
Dell,Inspiron 15,19.0,1.8,Windows 11,15.6,No,amd quad core ryzen 5-3450u,intel integrated,8.0,DDR4,512.0,,,,50490.0
Dell,Inspiron 15,17.7,1.83,Windows 10 Home Basic,15.6,No,intel core i3-1005g1 (10th gen),intel uhd,4.0,DDR4,,1.0,,No,42629.0
Asus,ROG Strix G17,27.0,2.5,Windows 11 Home Basic,17.3,,amd octa core ryzen 7-6800h,nvidia geforce rtx 3050,16.0,DDR5,512.0,,,,110064.0
Asus,VivoBook 14,20.0,1.6,Windows 11 Home Basic,14.0,No,intel core i3-1005g1 (10th gen),intel integrated,8.0,DDR4,512.0,,,Yes,33990.0
Acer,Predator Helios 300,23.0,2.3,Windows 11 Home Basic,15.6,No,intel core i9-11900h (11th gen),nvidia geforce rtx 3060,16.0,DDR4,1.0,,,,119990.0
Lenovo,,19.0,1.7,Windows 11 Home Basic,15.6,No,amd quad core ryzen 3 - 5300u,amd radeon,8.0,DDR4,512.0,,,,32999.0
Dell,Inspiron 15,18.7,1.85,Windows 11,15.6,No,intel core i5-1235u (12th gen),intel uma,16.0,DDR4,512.0,,,,70373.0
Asus,VivoBook 14,19.9,1.6,Windows 11 Home Basic,14.1,No,intel core i3-1005g1 (10th gen),intel uhd,8.0,DDR4,256.0,,,Yes,31390.0
MSI,GF63 Thin,,1.86,Windows 11 Home Basic,15.6,No,intel core i5-12450h (12th gen),nvidia geforce rtx 2050,16.0,DDR4,256.0,1.0,,,68222.0
Asus,VivoBook Ultra 14,19.1,1.4,Windows 10 Home Basic,14.0,No,intel core i3-1135g7 (11th gen),intel uhd,4.0,DDR4,256.0,,,No,37999.0
Apple,MacBook Pro,16.2,2.0,macOS Catalina,16.0,No,intel core i7 (9th gen),amd radeon pro 5500m,16.0,DDR4,1.0,,,No,215990.0
HP,Pavilion,23.4,2.28,Windows 10 Home Basic,15.6,No,intel core i5-9300h (9th gen),nvidia geforce gtx 1050,8.0,DDR4,256.0,1.0,,No,77540.0
Lava,,19.4,1.45,Windows 10 Home Basic,14.1,No,intel atom quad-core x5-z8350,intel hd graphics,2.0,DDR3,32.0,,,No,14999.0
Asus,ROG Strix G17,21.4,2.5,Windows 11 Home Basic,17.3,No,amd octa core ryzen 7 - 6800h,nvidia geforce rtx 3050,8.0,DDR5,512.0,,56.0,,102990.0
Asus,VivoBook S14 OLED,18.9,1.5,Windows 11 Home Basic,14.0,No,intel core i7-12700h (12th gen),intel iris xe,16.0,DDR4,512.0,,,Yes,80990.0
Lenovo,Thinkpad,19.0,1.59,Windows 11 Home Basic,14.0,No,intel core i5-1235ug4 (12th gen),intel iris xe,16.0,DDR4,512.0,,,Yes,69250.0
Asus,VivoBook 14,19.9,1.8,Windows 10 Home Basic,14.0,No,intel core i3-10110u (10th gen),intel uhd,8.0,DDR4,256.0,,,No,27990.0
Lenovo,Ideapad Flex,18.4,1.25,Google Chrome,11.6,Yes,intel celeron dual core n4500,intel uhd,4.0,LPDDR4X,128.0,,,No,28490.0
Microsoft,,8.5,0.77,Windows 10 Home Basic,12.3,Yes,intel core i3-1005g1 (10th gen),intel uhd,4.0,LPDDR4X,128.0,,,No,69990.0
Asus,VivoBook Pro,19.0,1.4,Windows 11 Home Basic,14.0,,amd octa core ryzen 7-5800h,amd radeon,16.0,DDR4,512.0,,,Yes,69990.0
HP,Pavilion,22.5,2.04,Windows 10,15.6,No,intel core i5-7200u (7th gen),nvidia geforce 940mx,4.0,DDR4,,1.0,,No,61290.0
HP,Pavilion,17.0,1.41,Windows 10 Home Basic,14.0,No,amd hexa core ryzen 5 5500u,nvidia geforce mx450,16.0,DDR4,512.0,,,No,55946.0
Lenovo,Ideapad,23.9,2.2,Windows 10 Home Basic,15.6,No,intel core i5-9300h (9th gen),nvidia geforce gtx 1650,8.0,DDR4,,1.0,,No,94790.0
Lenovo,LOQ,22.1,2.4,Windows 11 Home Basic,15.6,No,amd octa core ryzen 7 - 7840hs,nvidia geforce rtx 4050,16.0,DDR5,512.0,,60.0,,92990.0
Lenovo,Ideapad Slim 3i,19.9,1.85,Windows 10 Home Basic,15.6,No,intel core i5-1035g1 (10th gen),intel uhd,4.0,DDR4,,1.0,,No,42990.0
Asus,EeeBook,16.9,1.05,Windows 10 Home Basic,11.6,No,intel celeron dual core n4020,intel uhd 600,4.0,DDR4,64.0,,,No,12999.0
Xiaomi,,15.6,1.4,Windows 11,14.0,No,intel core i5-12450h (12th gen),intel uhd,16.0,LPDDR5,512.0,,,Yes,77752.0
Asus,VivoBook Go,64.0,1.63,Windows 11 Home Basic,15.6,No,amd quad core ryzen 5-7520u,amd radeon,16.0,LPDDR5,512.0,,,,47990.0
Asus,ZenBook Duo,19.9,1.6,Windows 10 Home Basic,14.0,No,intel core i5-10210u (10th gen),nvidia geforce mx250,8.0,LPDDR3,512.0,,,No,69990.0
HP,,22.5,2.08,Windows 10 Home Basic,15.6,No,amd dual core a6 9225,amd radeon r4,4.0,DDR4,,1.0,,No,49000.0
Asus,VivoBook 14,23.1,1.6,Windows 10 Home Basic,14.0,No,intel core i5-8265u (8th gen),intel uhd 620,8.0,DDR4,512.0,,,Yes,46833.0
Lenovo,Thinkpad,19.0,1.69,Windows 10 Home Basic,14.0,No,intel core i5-10210u (10th gen),intel uhd,8.0,DDR4,512.0,,,No,58990.0
Asus,ROG Zephyrus G14,19.9,1.7,Windows 10 Home Basic,14.0,No,amd octa core ryzen 9 4900hs,nvidia geforce rtx 2060 with max-q design,32.0,DDR4,1.0,,,No,199990.0
Dell,Inspiron 15,22.0,2.2,Windows 10 Home Basic,15.6,No,intel core i5-1035g1 (10th gen),intel uhd,8.0,DDR4,512.0,,,No,59900.0
Asus,X507,21.9,1.68,Windows 10,15.6,No,intel core i3-6006u (6th gen),nvidia geforce mx110,4.0,DDR4,,1.0,,Yes,29990.0
Asus,Zenbook 14,15.9,1.48,Windows 10 Home Basic,14.0,No,intel core i5-8265u (8th gen),nvidia geforce mx250,8.0,LPDDR3,512.0,,,No,59990.0
HP,,23.8,2.1,DOS,15.6,No,amd apu dual-core a6-9220,amd radeon r4,4.0,DDR4,,1.0,,No,21490.0
LG,gram,16.8,1.12,Windows 10 Home Basic,15.6,No,intel core i5-1035g7 (10th gen),intel iris plus,8.0,DDR4,256.0,,,No,39990.0
Asus,X507,21.9,1.68,Windows 10,15.6,No,intel core i3-6006u (6th gen),nvidia geforce mx110,8.0,DDR4,,1.0,,Yes,35000.0
HP,Omen,20.0,2.24,Windows 10 Home Basic,15.6,No,intel core i7-9750h (9th gen),nvidia geforce gtx 1660 ti,16.0,DDR4,512.0,1.0,,No,165999.0
Acer,Aspire 3,19.9,,Windows 11 Home Basic,14.0,No,intel celeron dual core- n4500,intel uhd,4.0,DDR4,256.0,,,,24990.0
HP,245,19.9,1.52,DOS,14.0,No,amd dual core athlon 3300u,amd radeon vega 6,4.0,DDR4,,1.0,,No,32999.0
Lenovo,Ideapad,23.4,2.3,DOS,15.6,No,intel core i5-6200u (6th gen),amd radeon r5 m330,4.0,DDR3,,1.0,,No,38965.0
Dell,Inspiron 15,24.9,2.4,Windows 10 Home Basic,15.6,No,intel core i7-7700hq (8th gen),nvidia geforce gtx 1050ti,8.0,DDR4,128.0,1.0,,No,89990.0
HP,Pavilion,22.6,2.3,Windows 8.1,15.6,No,intel core i3-3217u (3rd gen),amd radeon hd 8670m,4.0,DDR3,,500.0,,,39390.0
Acer,Aspire 3,18.9,1.54,Windows 11 Home Basic,14.0,Yes,intel core i3-n305 (12th gen),intel uhd,8.0,LPDDR5,512.0,,,,44999.0
Asus,ROG Strix G17,24.7,2.4,Windows 10 Home Basic,17.3,No,amd octa core ryzen 9 5900hx,nvidia geforce rtx 3070,16.0,DDR4,1.0,,90.0,No,174990.0
Asus,TUF Gaming A15,24.9,2.3,Windows 10 Home Basic,15.6,No,amd octa core ryzen 7 4800h,nvidia geforce gtx 1660 ti,8.0,DDR4,1.0,,,No,128000.0
HP,Omen,24.5,2.2,Windows 10,15.6,No,intel core i5-7300hq (7th gen),nvidia geforce gtx 1050,16.0,DDR4,128.0,1.0,,No,99852.0
Asus,ROG Zephyrus G14,19.9,1.7,Windows 10 Home Basic,14.0,No,amd octa core ryzen 9 4900hs,nvidia geforce rtx 2060 with max-q design,16.0,DDR4,1.0,,,No,148949.0
Asus,VivoBook 15,19.9,1.7,Windows 11 Home Basic,15.6,No,intel core i5-12500h (12th gen),intel iris xe,8.0,DDR4,512.0,,42.0,,46990.0
Acer,Aspire 5,17.9,1.8,Windows 10 Home Basic,15.6,No,intel core i5-8265u (8th gen),nvidia geforce mx130,8.0,DDR4,16.0,1.0,,No,34999.0
HP,,23.8,1.86,Windows 10 Home Basic,15.6,No,amd quad-core a12 9720p,amd radeon 530,4.0,DDR4,,1.0,,No,36990.0
Lenovo,Thinkpad,18.9,1.7,Windows 10 Home Basic,15.0,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,256.0,,,No,47990.0
Asus,VivoBook 15,17.9,1.7,Windows 10 Home Basic,15.6,No,intel core i3-8130u (8th gen),intel uhd 620,4.0,DDR4,,1.0,,Yes,30990.0
Lenovo,Ideapad,,,Windows 10,13.3,Yes,intel core i7-7500u (7th gen),intel hd 620,8.0,DDR4,512.0,,,Yes,153002.0
HP,Pavilion,25.4,2.2,Windows 8.1,15.6,No,intel core i3-5010u (5th gen),intel hd 5500,4.0,DDR3,,500.0,,No,33890.0
Asus,VivoBook Pro,20.0,1.9,Windows 11 Home Basic,16.0,No,intel core i9-11900h (11th gen),nvidia geforce rtx 3050,16.0,DDR4,512.0,,,Yes,88990.0
HP,,22.5,1.77,Windows 10 Home Basic,15.6,No,intel core i3-8130u (8th gen),intel uhd 620,4.0,DDR4,,1.0,,No,35176.0
Dell,Inspiron 13,16.0,1.23,Windows 10 Home Basic,13.3,No,intel core i5-1135g7 (11th gen),intel iris xe,8.0,LPDDR4X,1.0,,,No,78190.0
Lenovo,Ideapad,25.4,2.2,DOS,15.6,No,intel core i3-7020u (7th gen),intel hd 620,4.0,DDR4,,1.0,,No,25990.0
Asus,Vivobook,27.6,1.9,Windows 10 Professional,15.6,No,intel core i3-6006u (6th gen),intel hd 520,4.0,DDR4,,1.0,,No,28999.0
HP,Pavilion,17.9,1.75,Windows 10 Home Basic,15.6,Yes,amd octa core ryzen 7 - 4700u,amd radeon,16.0,DDR4,512.0,,41.0,,107731.0
Acer,Aspire 5,17.9,1.65,Windows 10 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,4.0,DDR4,,1.0,,No,38990.0
Asus,VivoBook Ultra 15,19.9,1.8,Windows 10 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,256.0,,,Yes,44990.0
Lenovo,Ideapad,20.0,1.85,Windows 10 Home Basic,15.6,No,intel core i5-1035g1 (10th gen),intel uhd,8.0,DDR4,256.0,1.0,,No,40990.0
Asus,VivoBook 15,17.9,1.8,Windows 10 Home Basic,15.6,No,intel core i5-1135g7 (11th gen),nvidia geforce mx330,8.0,DDR4,512.0,,,Yes,49990.0
HP,,23.8,1.86,DOS,15.6,No,intel core i3-6006u (6th gen),intel hd 620,4.0,DDR4,,1.0,,No,27990.0
HP,Pavilion,17.9,1.75,Windows 11 Home Basic,15.6,No,intel core i5-1155g7 (11th gen),nvidia geforce mx450,16.0,DDR4,512.0,,,,69990.0
Asus,TUF,,2.2,Windows 10 Home Basic,15.6,No,amd quad core ryzen 7 3750h,nvidia geforce rtx 2060,16.0,DDR4,1.0,,,No,99900.0
Asus,VivoBook 15,22.9,1.9,Windows 10 Professional,15.6,No,intel core i3-7020u (7th gen),intel hd 620,4.0,DDR4,512.0,,,Yes,31990.0
Lenovo,Ideapad Gaming 3i,25.0,2.2,Windows 10 Home Basic,15.6,No,intel core i5-10300h (10th gen),nvidia geforce gtx 1650 ti,8.0,DDR4,256.0,1.0,,No,109990.0
HP,Omen,,,Windows 10,17.3,No,intel core i7-7700hq (7th gen),nvidia geforce gtx 1070,16.0,DDR4,256.0,1.0,,No,169990.0
HP,Spectre x360,17.0,1.34,Windows 10 Home Basic,13.5,Yes,intel core i5-1135g7 (11th gen),intel iris xe,16.0,LPDDR4X,512.0,,,No,101680.0
MSI,GF63 Thin,80.0,1.8,Windows 11 Home Basic,15.6,No,intel core i5-11260h (11th gen),nvidia geforce rtx 2050,16.0,DDR4,512.0,,,,53990.0
Dell,XPS,15.0,2.2,Windows 10 Home Basic,13.3,No,intel core i5-8250u (8th gen),intel uhd 620,8.0,LPDDR3,256.0,,,Yes,75994.0
HP,Pavilion,20.0,1.52,Windows 11 Home Basic,14.0,Yes,intel core i5-1155g7 (11th gen),intel iris xe,16.0,DDR4,512.0,,,Yes,73999.0
Asus,VivoBook 15,20.0,1.75,Windows 10 Home Basic,15.6,No,intel core i5-10210u (10th gen),nvidia geforce mx250,8.0,DDR4,256.0,1.0,,No,65287.0
MSI,,23.4,2.38,Windows 10 Home Basic,15.6,No,intel core i7-11800h (11th gen),nvidia geforce rtx 3070,16.0,DDR4,1.0,,,No,199990.0
Asus,VivoBook 15,19.9,1.75,Windows 10 Home Basic,15.6,No,intel core i7-8565u (8th gen),nvidia geforce mx250,8.0,DDR4,256.0,1.0,,Yes,69437.0
Asus,VivoBook S15 OLED,19.0,1.8,Windows 11 Home Basic,15.6,No,intel core i7-12700h (12th gen),intel iris xe,16.0,DDR4,512.0,,,Yes,78990.0
HP,Envy x360,16.4,1.32,Windows 10 Home Basic,13.3,Yes,intel core i7-1165g7 (11th gen),intel iris xe,16.0,DDR4,512.0,,,No,101680.0
iBall,,20.0,,Windows 10,10.1,Yes,intel atom quad core x5-z8350,intel hd 400,2.0,DDR3,32.0,,,Yes,19999.0
Asus,VivoBook 15,22.9,1.9,Windows 10 Home Basic,15.6,No,amd dual core ryzen 3 3200u,amd radeon,4.0,DDR4,,1.0,,Yes,37590.0
Asus,VivoBook Ultra,17.9,1.7,Windows 10 Home Basic,15.6,No,intel core i5-1135g7 (11th gen),intel iris xe,8.0,DDR4,512.0,,,Yes,63700.0
HP,,17.9,1.46,Windows 10 Home Basic,14.0,No,intel core i5-1035g1 (10th gen),intel uhd,8.0,DDR4,256.0,,,No,93094.0
Asus,VivoBook 15,22.9,1.9,Windows 10 Home Basic,15.6,No,intel core i5-1035g1 (10th gen),intel uhd,8.0,DDR4,,1.0,,No,45190.0
Asus,ZenBook 13,13.9,1.14,Windows 10 Home Basic,13.3,No,intel core i5-1135g7 (11th gen),intel iris xe,16.0,LPDDR4X,512.0,,,Yes,81990.0
HP,Pavilion,23.9,2.2,Windows 8.1,15.6,No,intel core i3-5010u (5th gen),nvidia geforce 830m,4.0,DDR3,,1.0,,No,44190.0
Dell,Vostro,18.0,1.59,Windows 11,14.0,No,intel core i5-1135g7 (11th gen),intel integrated,8.0,DDR4,512.0,,,,56990.0
Dell,Inspiron 14,14.2,1.24,Windows 10 Home Basic,14.5,No,intel core i5-1135g7 (11th gen),nvidia geforce mx350,8.0,LPDDR4,512.0,,,No,73690.0
HP,240,22.5,1.8,DOS,14.0,No,intel core i3-7020u (7th gen),intel hd 620,4.0,DDR4,,1.0,,No,28750.0
HP,,17.9,1.25,Windows 11 Home Basic,14.0,No,qualcomm snapdragon 7c-sc7180,qualcomm adreno 618 gpu,8.0,LPDDR4X,,,,,28890.0
Lenovo,Ideapad,19.4,1.87,Windows 10 Home Basic,15.6,No,intel core i3-7020u (7th gen),amd radeon 535,8.0,DDR4,,1.0,,No,45990.0
Lenovo,Legion,26.0,2.3,Windows 11 Home Basic,16.0,No,intel core i7-11800h (11th gen),nvidia geforce rtx 3070,32.0,DDR4,1.0,,,No,129990.0
Asus,A,25.8,2.3,Windows 10,15.6,No,intel core i3-5005u (5th gen),intel hd 4400,4.0,DDR3,,1.0,,No,24900.0
Lenovo,ThinkBook,14.9,1.26,Windows 10 Home Basic,13.0,No,intel core i5-1135g7 (11th gen),intel iris xe,16.0,LPDDR4,1.0,,,Yes,72990.0
Lenovo,Ideapad,50.0,0.62,Windows 10 Home Basic,10.1,Yes,intel celeron dual core n4000,intel uhd 600,4.0,LPDDR4,128.0,,,,21994.0
Lenovo,Ideapad,16.9,1.8,Windows 10 Home Basic,15.6,No,intel core i7-10510u (10th gen),nvidia geforce mx250,8.0,DDR4,256.0,1.0,,Yes,111890.0
Asus,VivoBook Ultra,17.9,1.7,Windows 10 Home Basic,15.6,No,intel core i5-1135g7 (11th gen),intel iris xe,16.0,DDR4,256.0,1.0,,Yes,72600.0
HP,ENVY 15,18.4,2.14,Windows 10 Home Basic,15.6,No,intel core i7-10750h (10th gen),intel uhd,16.0,DDR4,1.0,,,No,161500.0
Lenovo,Ideapad Slim 3i,19.9,1.6,Windows 10 Home Basic,14.0,No,intel core i3-1005g1 (10th gen),intel uhd,4.0,DDR4,256.0,,,No,39990.0
Asus,ROG Strix G15,20.6,2.1,Windows 11 Home Basic,15.6,No,amd octa core ryzen 7 - 6800h,nvidia geforce rtx 3050,16.0,DDR5,1.0,,,,89990.0
Lenovo,Ideapad,,1.85,Windows 10 Home Basic,15.6,No,intel core i3-1005g1 (10th gen),intel uhd,4.0,DDR4,,1.0,,No,37990.0
MSI,,24.5,2.4,Windows 10 Home Basic,15.6,No,intel core i7-9750h (9th gen),nvidia geforce rtx 2070,16.0,DDR4,512.0,1.0,51.0,No,189990.0
Lenovo,Thinkpad,18.9,1.7,DOS,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,4.0,DDR4,256.0,,,No,48300.0
Asus,VivoBook S14,14.8,1.2,Windows 10 Home Basic,14.0,No,intel core i7-8550u (8th gen),intel uhd 620,8.0,DDR4,512.0,,,Yes,64990.0
Lenovo,Ideapad,24.0,2.25,Windows 11 Home Basic,15.6,No,amd octa core ryzen 7 5800h,nvidia geforce gtx 1650,16.0,DDR4,512.0,,,No,75500.0
Asus,VivoBook 15,19.9,1.75,Windows 10 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,256.0,,,Yes,42262.0
Asus,VivoBook 15,19.9,1.7,Windows 10 Home Basic,15.6,No,intel core i3-7020u (7th gen),intel hd 620,4.0,DDR4,,1.0,,Yes,33990.0
Huawei,MateBook D,16.9,1.53,Windows 10 Home Basic,15.6,No,amd quad core ryzen 5 3500u,amd radeon vega 8,8.0,DDR4,256.0,,,Yes,78890.0
Dell,Inspiron 14,19.9,1.86,Windows 10 Home Basic,14.0,Yes,intel core i5-10210u (10th gen),intel uhd,8.0,DDR4,512.0,,,No,71500.0
Asus,TUF Gaming A15,24.5,2.3,Windows 10 Home Basic,15.6,No,amd octa core ryzen 7 5800h,nvidia geforce rtx 3060,16.0,DDR4,512.0,,90.0,No,119990.0
HP,Pavilion Gaming,23.5,2.35,Windows 10 Home Basic,16.1,No,intel core i7-10750h (10th gen),nvidia geforce gtx 1650 ti,16.0,DDR4,256.0,1.0,,No,95490.0
Asus,VivoBook 15,27.0,1.9,Windows 10 Home Basic,15.6,Yes,intel celeron dual core n4020,intel uhd 600,4.0,DDR4,256.0,,,Yes,27990.0
Lenovo,Thinkpad,18.9,1.7,Windows 10 Home Basic,15.6,No,intel core i5-1135g7 (11th gen),intel uhd,16.0,DDR4,512.0,,,No,79999.0
HP,Pavilion TouchSmart 14,19.9,1.63,Windows 10 Home Basic,14.0,Yes,intel core i5-8250u (8th gen),intel uhd 620,8.0,DDR4,,1.0,,No,65990.0
Asus,A,25.8,2.3,Windows 10,15.6,No,intel core i3-5010u (5th gen),nvidia geforce 930m,8.0,DDR3,,1.0,,No,27500.0
Lenovo,Thinkpad,20.9,1.69,Windows 10 Home Basic,14.0,No,amd quad core ryzen 3 5300u,amd radeon,8.0,DDR4,256.0,,,No,44990.0
Lenovo,,20.0,2.1,DOS,15.6,No,amd dual core a6-9225,amd radeon,4.0,DDR4,,1.0,,No,26800.0
Lenovo,Ideapad Yoga,21.5,1.8,Windows 8.1,14.0,No,intel core i7-5500u (5th gen),intel hd 5500,8.0,DDR3,,1.0,,No,72890.0
Dell,Vostro,18.0,1.69,Windows 11 Home Basic,15.6,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,512.0,,,Yes,44590.0
Acer,Travelmate,19.9,1.65,Windows 10 Home Basic,14.0,No,intel core i3-1115g4 (11th gen),intel uhd,8.0,DDR4,,1.0,,No,30990.0
HP,255,20.0,1.7,DOS,15.6,No,amd athlon dual core - 3050u,amd radeon graphics,4.0,DDR4,,1.0,,No,25999.0
Dell,XPS,11.6,,Windows 10 Home Basic,13.3,Yes,intel core i5-10210u (10th gen),intel uhd,8.0,LPDDR3,512.0,,,,64999.0
Asus,F560,24.0,1.82,Windows 10 Home Basic,15.6,No,intel core i5- 8250u (8th gen),nvidia geforce gtx 1050,8.0,DDR4,,1.0,,No,52990.0
HP,Chromebook,17.9,1.65,Google Chrome,14.0,Yes,intel core i5-10210u (10th gen),intel uhd,8.0,DDR4,128.0,,,No,63990.0
HP,Pavilion TouchSmart 14,19.7,1.59,Windows 10 Home Basic,14.0,Yes,intel core i3-8145u (8th gen),nvidia geforce mx130,4.0,DDR4,256.0,1.0,,Yes,59878.0
Asus,Vivobook,21.4,2.3,Windows 10 Home Basic,17.3,No,intel core i5-1135g7 (11th gen),intel iris xe,16.0,DDR4,256.0,1.0,,Yes,51990.0
Asus,Vivobook,,1.8,Windows 11 Home Basic,16.0,No,intel core i5-13500h,nvidia geforce rtx 3050,16.0,DDR4,512.0,,,Yes,69990.0
Asus,VivoBook Go,18.0,1.63,Windows 11 Home Basic,15.6,No,amd quad core ryzen 5-7520u,amd radeon,16.0,DDR5,512.0,,,,50890.0
Lenovo,Yoga 520,19.9,1.7,Windows 10 Home Basic,14.0,Yes,intel core i5-8250u (8th gen),nvidia geforce gt 940mx,8.0,DDR4,,1.0,,Yes,66990.0
Asus,VivoBook Go,18.0,1.63,Windows 11 Home Basic,15.6,No,amd quad core ryzen 5-7520u,amd radeon,16.0,DDR5,512.0,,,,50990.0
Dell,Vostro,20.0,1.59,Windows 11,14.0,No,amd quad core ryzen 5-3450u,amd vega,8.0,DDR4,256.0,,,,34990.0
HP,Pavilion Aero,16.9,1.58,Windows 11 Home Basic,13.3,No,amd octa core ryzen 7 - 7735u,amd radeon,16.0,DDR5,1.0,,,Yes,91616.0
Asus,ZenBook 13,13.9,1.11,Windows 10 Home Basic,13.3,No,intel core i7-1065g7 (10th gen),intel iris plus,16.0,DDR4,1.0,,,No,89990.0
Acer,Aspire 3,19.9,1.7,Windows 10 Home Basic,15.6,No,intel core i5-1135g7 (11th gen),nvidia geforce mx350,8.0,DDR4,128.0,1.0,,No,57990.0
Lenovo,Ideapad,24.5,2.4,Windows 10 Home Basic,15.6,No,intel core i3-6006u (6th gen),intel hd 520,4.0,DDR4,,1.0,,No,28999.0
Asus,EeeBook,16.9,1.05,Windows 10 Home Basic,11.6,No,intel celeron dual core n4020,intel uhd 600,4.0,DDR4,128.0,,,No,26990.0
HP,Pavilion,24.4,1.9,Windows 8.1,14.0,No,intel core i3-4030u,intel hd 4400,4.0,DDR3,,1.0,,No,40056.0
Lenovo,ThinkBook,16.9,1.5,Windows 10 Home Basic,14.0,No,intel core i5-1135g7 (11th gen),intel iris xe,16.0,DDR4,1.0,,,No,89990.0
